municipio,fecha,luces_nocturnas,densid_vial,imae,interaccion_causal,area_km2,imae_primario,imae_secundario,imae_terciario,poblacion_estimada,categoria
Municipio de Jinotega,2022-10-01,0.367860943078995,1.1727729465782883,166.498253360775,195.2646471940545,882.5214718477508,220.5358506691022,153.5265781242775,157.80171531058318,139515.234375,Estrato Medio
Municipio de Jinotega,2022-11-01,0.146522045135498,1.1727729465782883,166.554234635324,195.33030051836053,882.5214718477508,221.7416584945484,155.17678521716746,157.92151040358323,139515.234375,Estrato Medio
Municipio de Jinotega,2022-12-01,0.16242091357708,1.1727729465782883,166.790924427615,195.60788390349063,882.5214718477508,222.1257809453736,157.00593648327364,157.86837481831617,139515.234375,Estrato Medio
Municipio de Jinotega,2023-01-01,0.128171667456627,1.1727729465782883,167.212617764311,196.10243444052008,882.5214718477508,221.7075259257962,158.96899136862535,157.85267033536496,139515.234375,Estrato Medio
Municipio de Jinotega,2023-02-01,0.129215970635414,1.1727729465782883,167.825384910544,196.82107117217407,882.5214718477508,220.6801117095148,161.1134182819292,158.10103493261835,139515.234375,Estrato Medio
Municipio de Jinotega,2023-03-01,0.149385124444962,1.1727729465782883,168.755512465454,197.91189960543957,882.5214718477508,219.5734454509652,163.32357007634155,158.70763262865003,139515.234375,Estrato Medio
Municipio de Jinotega,2023-04-01,0.276488304138184,1.1727729465782883,170.060165919156,199.4419618806012,882.5214718477508,218.4711834393088,165.75984141103257,159.6665729201445,139515.234375,Estrato Medio
Municipio de Jinotega,2023-05-01,0.273038625717163,1.1727729465782883,171.680809136914,201.34260840244335,882.5214718477508,217.5334376373774,168.29644046851524,160.8644445293731,139515.234375,Estrato Medio
Municipio de Jinotega,2023-06-01,0.12121607363224,1.1727729465782883,173.364220125361,203.3168672676666,882.5214718477508,217.15813625994937,170.59369846359746,162.16791937884608,139515.234375,Estrato Medio
Municipio de Jinotega,2023-07-01,0.32504466176033,1.1727729465782883,174.776743845326,204.9734368728417,882.5214718477508,217.7419498926668,172.2042317008486,163.46792835991357,139515.234375,Estrato Medio
Municipio de Jinotega,2023-08-01,0.350739240646362,1.1727729465782883,175.711766417268,206.0700060496553,882.5214718477508,218.8221302967654,172.8737025100696,164.60526506527637,139515.234375,Estrato Medio
Municipio de Jinotega,2023-09-01,0.338872015476227,1.1727729465782883,176.151454501248,206.58566033947992,882.5214718477508,219.8997418901608,172.81514612657688,165.44713174986506,139515.234375,Estrato Medio
Municipio de Jinotega,2023-10-01,0.335183709859848,1.1727729465782883,176.289719950539,206.74781431785487,882.5214718477508,221.1303363272824,172.53900373061978,166.0152073544878,139515.234375,Estrato Medio
Municipio de Jinotega,2023-11-01,0.22295069694519,1.1727729465782883,176.338817142036,206.80539417579556,882.5214718477508,222.3682359693752,172.48396991207642,166.39875657429832,139515.234375,Estrato Medio
Municipio de Jinotega,2023-12-01,0.16641004383564,1.1727729465782883,176.509762121669,207.0058738232625,882.5214718477508,223.23637158710065,172.6985387719171,166.6631140096575,139515.234375,Estrato Medio
Municipio de Jinotega,2024-01-01,0.171445071697235,1.1727729465782883,176.808356695562,207.35605746151927,882.5214718477508,223.3432101928554,173.14797379716194,166.92997873020263,139515.234375,Estrato Medio
Municipio de Jinotega,2024-02-01,0.175611197948456,1.1727729465782883,177.161716728363,207.7704685483903,882.5214718477508,222.47700083724,173.59025665488693,167.25137596364354,139515.234375,Estrato Medio
Municipio de Jinotega,2024-03-01,0.166369080543518,1.1727729465782883,177.376665096032,208.0225541789037,882.5214718477508,220.6015322119766,173.8793987292519,167.64828749848562,139515.234375,Estrato Medio
Municipio de Jinotega,2024-04-01,0.24053630232811,1.1727729465782883,177.358194183618,208.0008919925259,882.5214718477508,217.9484616342138,173.85430456575173,168.0996842749446,139515.234375,Estrato Medio
Municipio de Jinotega,2024-05-01,0.173987418413162,1.1727729465782883,177.186396262752,207.79941203865587,882.5214718477508,214.8827382449396,173.43958018173694,168.5075561284749,139515.234375,Estrato Medio
Municipio de Jinotega,2024-06-01,0.104350455105305,1.1727729465782883,177.03870452819,207.6262031679284,882.5214718477508,211.62582958803017,172.8632982006953,168.8411606849397,139515.234375,Estrato Medio
Municipio de Jinotega,2024-07-01,0.133476600050926,1.1727729465782883,177.133018654093,207.7368122232676,882.5214718477508,208.8303241847726,172.38561666751605,169.15414440993473,139515.234375,Estrato Medio
Municipio de Jinotega,2024-08-01,0.204604044556618,1.1727729465782883,177.551800870551,208.2279486772376,882.5214718477508,206.9750118919312,172.08085871068477,169.4920612375005,139515.234375,Estrato Medio
Municipio de Jinotega,2024-09-01,0.135708913207054,1.1727729465782883,178.225151183691,209.0176357080582,882.5214718477508,206.216634619263,171.77680180207244,169.89702103000525,139515.234375,Estrato Medio
Municipio de Jinotega,2024-10-01,0.142659559845924,1.1727729465782883,179.070617435472,210.0091756553919,882.5214718477508,206.1556336880116,171.47968059922246,170.34099105066747,139515.234375,Estrato Medio
Municipio de Jinotega,2024-11-01,0.147406622767448,1.1727729465782883,180.043561792387,211.15021847570785,882.5214718477508,206.632607596417,171.4426564688722,170.84012642540094,139515.234375,Estrato Medio
Municipio de Jinotega,2024-12-01,0.160837188363075,1.1727729465782883,181.07562490782,212.360594176649,882.5214718477508,207.85591169433215,171.88002310485527,171.450476439014,139515.234375,Estrato Medio
Municipio de Jinotega,2025-01-01,0.161022052168846,1.1727729465782883,182.158050524699,213.630033656808,882.5214718477508,210.05262126788085,172.71845193551383,172.1276297978319,139515.234375,Estrato Medio
Municipio de Jinotega,2025-02-01,0.204319849610329,1.1727729465782883,183.288957868323,214.9563311944969,882.5214718477508,213.06115397534225,173.83136253350867,172.78171400487403,139515.234375,Estrato Medio
Municipio de Jinotega,2025-03-01,0.1600521504879,1.1727729465782883,184.368377063192,216.22224482425665,882.5214718477508,216.4646858132798,175.13468581359368,173.4124707184492,139515.234375,Estrato Medio
Municipio de Jinotega,2025-04-01,0.316959470510483,1.1727729465782883,185.352248647442,217.37610280117207,882.5214718477508,219.93435855010935,176.3553614930357,174.04172570928316,139515.234375,Estrato Medio
